Index Raw,Index,Data Value Raw,Data Value,Series Raw,Series,Type Raw,Type,Name Raw,Name,Description Raw,Description,Defense Raw,Defense,Fire Res Raw,Fire Res,Water Res Raw,Water Res,Thunder Res Raw,Thunder Res,Ice Res Raw,Ice Res,Dragon Res Raw,Dragon Res,Slot 1 Raw,Slot 1,Slot 2 Raw,Slot 2,Slot 3 Raw,Slot 3,Series Skill Raw,Group Skill Raw,Skill 1 Raw,Skill 2 Raw,Skill 3 Raw,Skill 4 Raw,Skill 5 Raw,Series Skill Level Raw,Group Skill Level Raw,Skill Level 1 Raw,Skill Level 2 Raw,Skill Level 3 Raw,Skill Level 4 Raw,Skill Level 5 Raw,Series Skill,Group Skill,Skill 1,Skill Level 1,Skill 2,Skill Level 2,Skill 3,Skill Level 3
0000009B,155,000000E1,225,90FC6E00,Alloy α,00000003,WAIST,21310980-E352-46BD-AEC0-403D273FA3AE,Alloy Coil α,49169866-A50F-4524-93E3-3A391E0A59AA,"Waistgear crafted from quality
ore. The complexly shaded patina
and sleek design are quite
stunning.",00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000000,0,00000000,0,00000000,00000000,DBAB9E00,C0053240,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,,,Tremor Resistance,1,Quick Sheathe,1,,
0000009C,156,000000E2,226,90FC6E00,Alloy α,00000004,LEG,1BEEFA16-8B71-4A94-BC4A-F039BB8CCFDD,Alloy Greaves α,191B58CD-0E41-4C2F-B426-B6E0EF1B0B4B,"Leg armor crafted from quality
ore. What it lacks in charm it
more than makes up in defense.",00000020,32,FFFFFFFE,-2,00000001,1,FFFFFFFE,-2,FFFFFFFE,-2,00000001,1,00000001,1,00000000,0,00000000,0,00000000,00000000,C0053240,2C44A0C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,,,Quick Sheathe,1,Flinch Free,1,,
000000CF,207,000000E8,232,1259DBA0,Quematrice α,00000000,HELM,5B5EE30B-45A3-45F4-923E-5081848EFBF8,Quematrice Helm α,13535FDA-FF9C-44F7-AC20-9A386C31DEDE,"Head armor made from Quematrice
spoils. The shock of feathers
ties the whole look together.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000000,0,00000000,0,00000000,58AAF300,2C44A0C0,69182900,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Flinch Free,1,Latent Power,1,,
000000D0,208,000000E9,233,1259DBA0,Quematrice α,00000001,BODY,7C06E526-F58D-4EFA-A6F8-7185046DB21A,Quematrice Mail α,8E186C05-FA36-44E0-9ABE-E5BB65A68441,"Quematrice chest armor. The
design may look ceremonial,
but it offers ample protection.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,58AAF300,54FB4F80,69182900,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Fire Resistance,1,Latent Power,1,,
000000D1,209,000000EA,234,1259DBA0,Quematrice α,00000002,ARM,BA1B7437-B548-4C72-8AA9-6967F0913A32,Quematrice Braces α,A232D97A-B777-4D3E-8084-6A105985F006,"Armguards made from Quematrice
parts. The wide cuffs allow
the wrists to move unimpeded.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000001,1,00000000,0,00000000,58AAF300,2C44A0C0,54FB4F80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Flinch Free,1,Fire Resistance,1,,
000000D2,210,000000EB,235,1259DBA0,Quematrice α,00000003,WAIST,84B9B9ED-AC50-4894-BCD7-98635A88FCD8,Quematrice Coil α,A624720E-0521-436E-99F3-223F2530BA5A,"Flaunt-worthy Quematrice
waistgear. Nothing shouts haute
couture like flowing tassets.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,58AAF300,54FB4F80,69182900,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Fire Resistance,1,Latent Power,1,,
000000D3,211,000000EC,236,1259DBA0,Quematrice α,00000004,LEG,B5F75883-BA74-4E72-B824-29F2A3248665,Quematrice Greaves α,94CE5875-262F-44AB-A532-63C1866D696C,"Quematrice leg armor. The
ornate gaiters let a hunter
strut like a Quematrice.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000000,0,00000000,0,00000000,58AAF300,2C44A0C0,2829B900,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Scaling Prowess,Flinch Free,1,Evade Extender,1,,
000000D4,212,000000ED,237,D967FB00,Quematrice β,00000000,HELM,73FCD223-E825-43AD-93B8-B245525C0CB8,Quematrice Helm β,34517173-4BA4-4F20-ADBF-F9B356FF0D4A,"Head armor made from Quematrice
spoils. The shock of feathers
ties the whole look together.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9CC70680,69182900,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scale Layering,Latent Power,1,,,,
000000D5,213,000000EE,238,D967FB00,Quematrice β,00000001,BODY,6E2E1912-0E24-41C1-BAB5-7268814ADBB7,Quematrice Mail β,FDDBBB16-97C0-4D07-BF18-59E678793F60,"Quematrice chest armor. The
design may look ceremonial,
but it offers ample protection.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000000,0,00000000,0,00000000,9CC70680,69182900,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scale Layering,Latent Power,1,,,,
000000D6,214,000000EF,239,D967FB00,Quematrice β,00000002,ARM,C96D6788-E2B1-4A8F-AC5D-0D8194798951,Quematrice Braces β,9B2F9444-A479-4EBC-A7D3-3AC1C97A024E,"Armguards made from Quematrice
parts. The wide cuffs allow
the wrists to move unimpeded.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000002,2,00000001,1,00000000,0,00000000,9CC70680,2C44A0C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scale Layering,Flinch Free,1,,,,
000000D7,215,000000F0,240,D967FB00,Quematrice β,00000003,WAIST,45128B1D-D641-4B59-9095-E30EE5D09720,Quematrice Coil β,16E169AC-F9F5-4144-BED4-552F12B377A3,"Flaunt-worthy Quematrice
waistgear. Nothing shouts haute
couture like flowing tassets.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000002,2,00000000,0,00000000,0,00000000,9CC70680,54FB4F80,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Scale Layering,Fire Resistance,2,,,,
000000D8,216,000000F1,241,D967FB00,Quematrice β,00000004,LEG,925B76A5-27FC-451B-975C-9907607B6F85,Quematrice Greaves β,81CB75AF-6840-4818-A98E-E4EFA7D76F50,"Quematrice leg armor. The
ornate gaiters let a hunter
strut like a Quematrice.",00000024,36,00000002,2,FFFFFFFD,-3,00000000,0,FFFFFFFF,-1,00000000,0,00000001,1,00000001,1,00000001,1,00000000,9CC70680,2C44A0C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Scale Layering,Flinch Free,1,,,,
000000D9,217,000000F2,242,003194D7,Lala Barina α,00000000,HELM,AAD2BC9D-1E9F-40B7-8DF6-838507D010A5,Barina Headgear α,54189672-5AEC-43AE-8013-D9ECFE07E776,"Lala Barina head armor. The
rose embellishments were
fashioned from its carapace.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000000,0,00000000,0,00000000,0,00000000,75586A00,1F217EC0,01A66F88,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Neopteron Alert,Paralysis Resistance,1,Foray,1,,
000000DA,218,000000F3,243,003194D7,Lala Barina α,00000001,BODY,8E55AE55-B998-487D-904B-509A46EBCC59,Barina Mail α,7927A801-F0CF-446E-B75D-82007DB62C5D,"Lala Barina chest armor. It may
look like normal clothing, but
it's just as hardy as armor.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000000,0,00000000,0,00000000,0,00000000,75586A00,B6595880,089F5840,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Neopteron Alert,Recovery Up,2,Evade Window,1,,
000000DB,219,000000F4,244,003194D7,Lala Barina α,00000002,ARM,AFD488BC-7E7A-4AAE-A77A-5F5EE46952C1,Barina Vambraces α,25CDAAAC-AF9C-47D7-A708-3DFCBAED396E,"Lala Barina armguards that
are so elegant they could
pass as formal wear.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000000,0,00000000,0,00000000,0,00000000,75586A00,B6595880,01A66F88,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Neopteron Alert,Recovery Up,1,Foray,1,,
000000DC,220,000000F5,245,003194D7,Lala Barina α,00000003,WAIST,CDF49D79-5CE6-4B56-8B9D-831529C69B12,Barina Coil α,171523A0-7505-45F7-A79D-7CB4964E4BCD,"Lala Barina waistgear that
nobility would gladly don
just to make an impression.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000002,2,00000000,0,00000000,0,00000000,75586A00,1F217EC0,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Neopteron Alert,Paralysis Resistance,2,,,,
000000DD,221,000000F6,246,003194D7,Lala Barina α,00000004,LEG,7D8CA23D-FD36-4C36-B1D9-E8B332BFFED3,Barina Greaves α,3DE057E0-2E44-4CE7-B804-13875772949E,"Lala Barina leg armor. Pulls
the rose motif back in with
subtle but elegant detailing.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000000,0,00000000,0,00000000,0,00000000,75586A00,089F5840,01A66F88,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Neopteron Alert,Evade Window,1,Foray,1,,
000000DE,222,000000F7,247,DA5C0F80,Lala Barina β,00000000,HELM,3EAFE79A-FE0C-4F22-8E1F-51EFEE1CC896,Barina Headgear β,0ECF0324-3684-44F3-8054-B6FA045EDD38,"Lala Barina head armor. The
rose embellishments were
fashioned from its carapace.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000001,1,00000000,0,00000000,0,00000000,6479B580,01A66F88,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Foray,1,,,,
000000DF,223,000000F8,248,DA5C0F80,Lala Barina β,00000001,BODY,FE10399C-CFDD-4A4E-B929-0828A14F561F,Barina Mail β,5EDD0531-0BFF-4F2B-9FB7-AFD7F6F75CF9,"Lala Barina chest armor. It may
look like normal clothing, but
it's just as hardy as armor.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000001,1,00000000,0,00000000,0,00000000,6479B580,B6595880,089F5840,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Neopteron Camouflage,Recovery Up,1,Evade Window,1,,
000000E0,224,000000F9,249,DA5C0F80,Lala Barina β,00000002,ARM,3DB361EA-344C-4257-8AD9-5F20EDB0D369,Barina Vambraces β,D8D76C46-ACA9-4B9B-9675-FDB73D2C5157,"Lala Barina armguards that
are so elegant they could
pass as formal wear.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000002,2,00000001,1,00000000,0,00000000,6479B580,B6595880,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Recovery Up,1,,,,
000000E1,225,000000FA,250,DA5C0F80,Lala Barina β,00000003,WAIST,9789CA9D-F9B2-42BE-9D7A-220F7E8CD669,Barina Coil β,965875C3-5A34-458D-82C2-F0C50F729DC1,"Lala Barina waistgear that
nobility would gladly don
just to make an impression.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000002,2,00000001,1,00000000,0,00000000,6479B580,1F217EC0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Paralysis Resistance,1,,,,
000000E2,226,000000FB,251,DA5C0F80,Lala Barina β,00000004,LEG,D805BB65-FF3F-475A-ABF1-D45D59AD1886,Barina Greaves β,5233B572-E394-4DF1-B0A5-E1ABD4FE48FC,"Lala Barina leg armor. Pulls
the rose motif back in with
subtle but elegant detailing.",00000024,36,FFFFFFFD,-3,00000003,3,00000000,0,00000000,0,00000003,3,00000001,1,00000001,1,00000001,1,00000000,6479B580,089F5840,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Neopteron Camouflage,Evade Window,1,,,,
000000E3,227,000000FC,252,7DF81780,Rompopolo α,00000000,HELM,52FF38BE-637B-4DF2-81D2-34B74A3BF466,Rompopolo Helm α,01A0AAB4-F0FB-4C1F-888F-A200584B3F3C,"Rompopolo head armor.
The mask is needed to ward off
the material's residual toxins.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000001,1,00000001,1,00000000,0,00000000,9DBAE680,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,2,,,,
000000E4,228,000000FD,253,7DF81780,Rompopolo α,00000001,BODY,2453DB30-B89B-4ED5-A539-63AAF84B8DD0,Rompopolo Mail α,95FDD4EC-2B5C-4D76-985B-E8E221DBBCB2,"Well-padded Rompopolo chest
armor. The fabric contains poison
that—supposedly—never leaks.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,56FF6980,355173C0,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Poison Resistance,2,Wide-Range,1,,
000000E5,229,000000FE,254,7DF81780,Rompopolo α,00000002,ARM,1E1B5E42-CE53-4B0D-8413-1E8575DDA73E,Rompopolo Vambraces α,6DEC63D4-FE87-4C97-B7C7-C5F379C6F5B2,"Rompopolo armguards. The
poisonous needles in the claws
are neat, but tricky to use.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,0,00000000,9DBAE680,56FF6980,0B7D15C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Poison Resistance,1,Earplugs,1,,
000000E6,230,000000FF,255,7DF81780,Rompopolo α,00000003,WAIST,681F267E-B9DD-43AD-95BA-5FC5697CA2F0,Rompopolo Coil α,5A75F651-2D07-42F1-9D7E-6A0908F7BB02,"Rompopolo waistgear fully
equipped with instruments
needed to handle poison.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,01A66F88,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,1,Foray,1,,
000000E7,231,00000100,256,7DF81780,Rompopolo α,00000004,LEG,B8646DE7-43BA-459D-92A5-BCE5C29D16DA,Rompopolo Greaves α,7213A9D7-15E7-42A3-8747-F746B354932E,"Rompopolo leg armor. Careful
you don't accidentally lean on
those spare vials of poison...",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000000,0,00000000,0,00000000,0,00000000,9DBAE680,355173C0,0B7D15C0,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Flexible Leathercraft,Wide-Range,2,Earplugs,1,,
000000E8,232,00000101,257,3F725CC0,Rompopolo β,00000000,HELM,E1D6AB89-913E-44B8-99F6-876E1BD8FFDD,Rompopolo Helm β,0F76635A-F42C-407C-8915-3CEB226C8C7E,"Rompopolo head armor.
The mask is needed to ward off
the material's residual toxins.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000002,2,00000001,1,00000000,0,00000000,1AE8EE00,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Wide-Range,1,,,,
000000E9,233,00000102,258,3F725CC0,Rompopolo β,00000001,BODY,2DAA020B-528E-4B22-B7AE-57F3FB4A03DA,Rompopolo Mail β,5ACB0FF3-8FF3-4A71-BD18-1A8A05256003,"Well-padded Rompopolo chest
armor. The fabric contains poison
that—supposedly—never leaks.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000002,2,00000000,0,00000000,0,00000000,1AE8EE00,56FF6980,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Poison Resistance,2,,,,
000000EA,234,00000103,259,3F725CC0,Rompopolo β,00000002,ARM,59A6185C-FF02-4A4A-AE7A-7174FBA7C804,Rompopolo Vambraces β,A9429FF4-363E-45CE-AB63-0AF8D1250413,"Rompopolo armguards. The
poisonous needles in the claws
are neat, but tricky to use.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000002,2,00000000,0,00000000,0,00000000,1AE8EE00,0B7D15C0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Earplugs,1,,,,
000000EB,235,00000104,260,3F725CC0,Rompopolo β,00000003,WAIST,18382F7B-F4CF-45E5-9227-A58D9522F3DC,Rompopolo Coil β,3687B88C-8AF8-40E4-9199-A8590F985E59,"Rompopolo waistgear fully
equipped with instruments
needed to handle poison.",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000001,1,00000000,0,00000000,0,00000000,1AE8EE00,01A66F88,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Foray,1,,,,
000000EC,236,00000105,261,3F725CC0,Rompopolo β,00000004,LEG,4436EA6B-102A-43EE-83E2-4614733257A1,Rompopolo Greaves β,6C7C2161-88B3-47E9-98AF-3BD10A39F892,"Rompopolo leg armor. Careful
you don't accidentally lean on
those spare vials of poison...",00000024,36,00000000,0,FFFFFFFD,-3,00000000,0,00000000,0,00000001,1,00000002,2,00000000,0,00000000,0,00000000,1AE8EE00,355173C0,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Buttery Leathercraft,Wide-Range,2,,,,
000000ED,237,00000106,262,81CE0A00,Conga α,00000000,HELM,538B8E00-81A9-42AF-BCB4-BBC31BBCEBD3,Conga Helm α,51685B44-CDD8-4AF6-88E1-63C873DF7034,"Head armor made from Congalala
materials. Remember: it's ""feral,""
not ""unkempt.""",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000001,1,00000000,0,00000000,0,00000000,77181200,57C69780,32B386C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Fortifying Pelt,Intimidator,1,Free Meal,1,,
000000EE,238,00000107,263,81CE0A00,Conga α,00000001,BODY,561B88E0-06F4-4CFC-B1B2-A8D134BA5C70,Conga Mail α,64BCB5EF-BD71-4CD3-9A14-B32251D0D10E,"Chest armor made from Congalala
materials. The shocks of monster
fur help hunters keep it wild.",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,57C69780,21BA7280,00000000,00000000,00000000,00000000,00000001,00000002,00000001,00000000,00000000,00000000,,Fortifying Pelt,Intimidator,2,Burst,1,,
000000EF,239,00000108,264,81CE0A00,Conga α,00000002,ARM,41D2885C-BECA-460B-B566-F104ED8AE74A,Conga Vambraces α,4B5361ED-2464-448C-8878-81B65811D1BF,"Armguards made from Congalala
materials. Crudely made but
highly protective.",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E34E1EE0,25CB1D80,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Fortifying Pelt,Mushroomancer,1,Speed Eating,1,,
000000F0,240,00000109,265,81CE0A00,Conga α,00000003,WAIST,8BBECF34-13ED-446D-AC8B-B19AD3EA6D30,Conga Coil α,580A1882-C7AB-4064-B74A-7ADA8D14DAD9,"Waistgear made from Congalala
materials, complete with an array
of handy pockets!",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000001,1,00000000,0,00000000,0,00000000,77181200,E34E1EE0,32B386C0,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Fortifying Pelt,Mushroomancer,1,Free Meal,1,,
000000F1,241,0000010A,266,81CE0A00,Conga α,00000004,LEG,6BBD5BB2-E12B-48E1-B235-8F4CF2C5BABE,Conga Greaves α,7F51BB76-E81E-48AB-AA31-34335BAA0F34,"Greaves made of Congalala parts.
Wild crafting perfect for those
who run in the wilderness.",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000000,0,00000000,0,00000000,0,00000000,77181200,E34E1EE0,21BA7280,00000000,00000000,00000000,00000000,00000001,00000001,00000001,00000000,00000000,00000000,,Fortifying Pelt,Mushroomancer,1,Burst,1,,
000000F2,242,0000010B,267,A92F7480,Conga β,00000000,HELM,4A75407B-F5A8-4712-9C39-36D7DABF0386,Conga Helm β,B629A633-1BCC-4E68-9C6A-8712B786DB5D,"Head armor made from Congalala
materials. Remember: it's ""feral,""
not ""unkempt.""",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000002,2,00000000,0,00000000,0,00000000,22C90040,57C69780,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Alluring Pelt,Intimidator,1,,,,
000000F3,243,0000010C,268,A92F7480,Conga β,00000001,BODY,4B5F8351-FCC0-4EFA-AA91-7EEABA9DDD12,Conga Mail β,DCB20904-B830-4A4B-A232-21FD82667209,"Chest armor made from Congalala
materials. The shocks of monster
fur help hunters keep it wild.",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000001,1,00000001,1,00000001,1,00000000,22C90040,57C69780,00000000,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,,Alluring Pelt,Intimidator,2,,,,
000000F4,244,0000010D,269,A92F7480,Conga β,00000002,ARM,F0EB0C62-2FB6-4CD2-8F31-A2B1BFBD983F,Conga Vambraces β,F440817F-3F75-4FD3-80C9-CC9F2B32308A,"Armguards made from Congalala
materials. Crudely made but
highly protective.",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000001,1,00000000,0,00000000,0,00000000,22C90040,E34E1EE0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Alluring Pelt,Mushroomancer,1,,,,
000000F5,245,0000010E,270,A92F7480,Conga β,00000003,WAIST,2C53E723-556E-4F52-B536-9513F7A6F3C6,Conga Coil β,06709136-C452-47B5-BB2F-63F9842931BA,"Waistgear made from Congalala
materials, complete with an array
of handy pockets!",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000002,2,00000000,0,00000000,0,00000000,22C90040,E34E1EE0,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Alluring Pelt,Mushroomancer,1,,,,
000000F6,246,0000010F,271,A92F7480,Conga β,00000004,LEG,8E6E287B-A866-4E0D-A89B-83DBA04EE15B,Conga Greaves β,D39D2515-02C0-4257-BC4D-31C109085C03,"Greaves made of Congalala parts.
Wild crafting perfect for those
who run in the wilderness.",00000024,36,FFFFFFFD,-3,00000001,1,00000001,1,FFFFFFFF,-1,00000002,2,00000002,2,00000000,0,00000000,0,00000000,22C90040,21BA7280,00000000,00000000,00000000,00000000,00000000,00000001,00000001,00000000,00000000,00000000,00000000,,Alluring Pelt,Burst,1,,,,
